id,id_tarjeta,modo,lat,lon,sexo,interno_bus,tipo_trx_tren,etapa_red_sube,id_linea,id_ramal,id_tarifa,hora,fecha
2202363,37405837.0,COL,-34.72,-58.26,,329.0,,0,115,115,1,15,27/11/2019
2202364,37405837.0,COL,-34.724,-58.236,,4716.0,,0,73,73,1,17,27/11/2019
2206530,37455387.0,TRE,-34.904,-57.95,M,,CHECK IN,0,16,16,1,20,27/11/2019
2206670,37456944.0,COL,-34.622,-58.384,F,286.0,,0,97,97,1,8,27/11/2019
2206671,37456944.0,SUB,-34.604,-58.38,F,9.0,,0,32,32,1,17,27/11/2019
2206672,37456944.0,SUB,-34.61,-58.392,F,,,0,32,32,1,19,27/11/2019
2208558,37469664.0,COL,-34.748,-58.42,M,3804.0,,0,255,255,1,6,27/11/2019
2208559,37469664.0,TRE,-34.744,-58.396,M,,CHECK IN,1,16,16,1,6,27/11/2019
2208560,37469664.0,TRE,-34.628,-58.38,M,,CHECK OUT,1,16,16,1,6,27/11/2019
2208561,37469664.0,SUB,-34.628,-58.382,M,,,2,32,269,1,7,27/11/2019
2208562,37469664.0,SUB,-34.578,-58.426,M,,,0,32,54,1,16,27/11/2019
2208563,37469664.0,TRE,-34.628,-58.38,M,,CHECK IN,2,16,16,1,17,27/11/2019
2208564,37469664.0,TRE,-34.762,-58.398,M,,CHECK OUT,2,16,16,1,17,27/11/2019
2208565,37469664.0,COL,-34.606,-58.382,M,4151.0,,1,55,55,1,17,27/11/2019
2208566,37469664.0,COL,-34.76,-58.398,M,4666.0,,3,251,251,1,18,27/11/2019
2209447,37475831.0,COL,-34.538,-58.578,M,1393.0,,0,267,267,1,15,27/11/2019
2211026,37486885.0,COL,-34.792,-58.312,M,3263.0,,0,111,111,1,18,27/11/2019
2212130,37495616.0,COL,-34.818,-58.468,,897.0,,0,2,2,1,12,27/11/2019
2213152,37501976.0,COL,-34.582,-58.402,M,1843.0,,0,50,50,1,16,27/11/2019
2214811,37532774.0,SUB,-34.64,-58.458,F,,,0,32,148,1,8,27/11/2019
2216195,37542250.0,COL,-34.582,-58.416,,4146.0,,0,183,183,1,9,27/11/2019
2216196,37542250.0,COL,-34.596,-58.378,,3991.0,,0,183,183,1,19,27/11/2019
2217882,37555165.0,TRE,-34.62,-58.446,M,,CHECK OUT,0,144,144,1,9,27/11/2019
2217883,37555165.0,TRE,-34.64,-58.564,M,,CHECK IN,0,144,144,1,9,27/11/2019
2217884,37555165.0,SUB,-34.62,-58.442,M,,,1,32,32,1,9,27/11/2019
2217885,37555165.0,COL,-34.61,-58.418,M,672.0,,2,168,168,1,10,27/11/2019
2217886,37555165.0,SUB,-34.61,-58.402,M,,,0,32,32,1,11,27/11/2019
2217887,37555165.0,COL,-34.61,-58.414,M,4522.0,,0,168,168,1,16,27/11/2019
2217888,37555165.0,COL,-34.6,-58.452,M,3263.0,,1,229,229,1,17,27/11/2019
2218036,37556312.0,TRE,-34.64,-58.564,,,CHECK IN,1,144,144,1,9,27/11/2019
2218037,37556312.0,COL,-34.652,-58.56,,4185.0,,0,69,69,1,9,27/11/2019
2218038,37556312.0,SUB,-34.608,-58.406,,,,2,32,220,1,10,27/11/2019
2218039,37556312.0,TRE,-34.608,-58.406,,,CHECK OUT,1,144,144,1,10,27/11/2019
2218040,37556312.0,TRE,-34.608,-58.406,,,CHECK IN,1,144,144,1,19,27/11/2019
2218041,37556312.0,TRE,-34.64,-58.564,,,CHECK OUT,1,144,144,1,20,27/11/2019
2218327,37560167.0,COL,-34.62,-58.44,F,4309.0,,0,218,218,4,10,27/11/2019
2218777,37562717.0,COL,-34.648,-58.618,F,1313.0,,0,71,71,1,6,27/11/2019
2218778,37562717.0,TRE,-34.62,-58.446,F,,CHECK IN,0,144,144,1,16,27/11/2019
2218779,37562717.0,TRE,-34.648,-58.618,F,,CHECK OUT,0,144,144,1,17,27/11/2019
2219751,37569712.0,COL,,,F,2726.0,,0,280,280,1,15,27/11/2019
2220715,37586913.0,COL,-34.632,-58.412,M,3274.0,,0,117,117,1,7,27/11/2019
2220716,37586913.0,COL,-34.626,-58.468,M,1623.0,,0,117,117,1,13,27/11/2019
2221131,39000716.0,COL,-34.744,-58.246,F,1965.0,,0,129,129,1,6,27/11/2019
2221132,39000716.0,COL,-34.742,-58.246,F,1228.0,,0,129,129,1,12,27/11/2019
2221133,39000716.0,COL,-34.738,-58.294,F,355.0,,0,129,129,1,13,27/11/2019
2222286,39003034.0,SUB,-34.604,-58.4,,,,0,32,33,1,6,27/11/2019
2222287,39003034.0,SUB,-34.602,-58.37,,,,0,32,33,1,17,27/11/2019
2224682,39008867.0,COL,-34.84,-58.472,F,2018.0,,0,2,2,7,12,27/11/2019
2224683,39008867.0,COL,-34.808,-58.446,F,3646.0,,0,178,178,7,17,27/11/2019
2224684,39008867.0,COL,-34.814,-58.47,F,407.0,,0,2,2,7,17,27/11/2019
2224980,39009768.0,TRE,-34.808,-58.214,F,,CHECK IN,0,16,16,5,14,27/11/2019
2224981,39009768.0,TRE,-34.808,-58.214,F,,CHECK OUT,0,16,16,5,15,27/11/2019
2224982,39009768.0,TRE,-34.79,-58.204,F,,CHECK IN,0,16,16,5,15,27/11/2019
2224983,39009768.0,TRE,-34.79,-58.204,F,,CHECK OUT,0,16,16,5,15,27/11/2019
2225135,39010017.0,SUB,-34.602,-58.378,F,,,0,32,269,1,9,27/11/2019
2225136,39010017.0,COL,-34.586,-58.374,F,3869.0,,1,78,78,3,10,27/11/2019
2225137,39010017.0,COL,-34.636,-58.398,F,2919.0,,0,78,78,3,16,27/11/2019
2225138,39010017.0,SUB,-34.6,-58.394,F,,,0,32,54,1,20,27/11/2019
2225139,39010017.0,COL,-34.598,-58.404,F,1195.0,,0,63,63,3,22,27/11/2019
2227504,39030792.0,COL,-34.886,-58.36,,521.0,,0,286,286,1,10,27/11/2019
2227505,39030792.0,COL,-34.888,-58.384,,2691.0,,0,286,286,1,11,27/11/2019
2227743,39031168.0,TRE,-34.852,-58.522,,,CHECK IN,0,16,16,1,6,27/11/2019
2227744,39031168.0,TRE,-34.628,-58.38,,,CHECK OUT,0,16,16,1,7,27/11/2019
2227745,39031168.0,SUB,-34.628,-58.382,,,,1,32,269,1,7,27/11/2019
2227746,39031168.0,COL,-34.616,-58.428,,3570.0,,2,180,180,1,8,27/11/2019
2227747,39031168.0,TRE,-34.628,-58.38,,,CHECK IN,1,16,16,1,13,27/11/2019
2227748,39031168.0,COL,-34.606,-58.432,,1610.0,,0,180,180,1,13,27/11/2019
2227749,39031168.0,TRE,-34.852,-58.522,,,CHECK OUT,1,16,16,1,14,27/11/2019
2227894,39031451.0,COL,-34.596,-58.382,,1716.0,,0,266,266,1,8,27/11/2019
2228118,39031843.0,COL,-34.656,-58.416,,1173.0,,0,66,66,1,7,27/11/2019
2228119,39031843.0,COL,-34.636,-58.404,,2340.0,,0,66,66,1,12,27/11/2019
2228375,39032282.0,COL,-34.828,-58.228,,329.0,,0,389,389,1,18,27/11/2019
2228435,39032370.0,COL,-34.712,-58.608,,707.0,,0,321,321,1,6,27/11/2019
2228436,39032370.0,COL,-34.646,-58.542,,1269.0,,0,323,323,1,16,27/11/2019
2228437,39032370.0,COL,-34.64,-58.564,,2467.0,,0,320,320,1,17,27/11/2019
2228786,39033079.0,COL,-34.606,-58.472,F,3925.0,,0,326,326,10,9,27/11/2019
2228787,39033079.0,COL,-34.618,-58.436,F,1736.0,,0,326,326,10,14,27/11/2019
2229249,39033790.0,COL,-34.732,-58.474,F,2229.0,,0,327,327,10,6,27/11/2019
2229250,39033790.0,COL,-34.632,-58.408,F,901.0,,0,327,327,10,16,27/11/2019
2229420,39033983.0,COL,-34.61,-58.422,M,4521.0,,0,207,207,10,8,27/11/2019
2229421,39033983.0,COL,,,M,2582.0,,0,171,171,10,17,27/11/2019
2229648,39034674.0,COL,-34.69,-58.46,M,3918.0,,0,373,373,1,7,27/11/2019
2229649,39034674.0,COL,-34.65,-58.416,M,960.0,,0,373,373,1,17,27/11/2019
2230607,39036801.0,COL,-34.956,-58.054,F,899.0,,0,51,51,4,13,27/11/2019
2230608,39036801.0,COL,-34.906,-57.95,F,613.0,,0,268,268,4,15,27/11/2019
2230609,39036801.0,COL,-34.902,-57.968,F,3121.0,,1,256,256,4,16,27/11/2019
2230610,39036801.0,COL,-34.916,-57.962,F,4277.0,,0,51,51,4,17,27/11/2019
2230611,39036801.0,COL,-34.914,-57.948,F,1965.0,,2,51,51,4,17,27/11/2019
2231109,39037934.0,COL,-34.732,-58.27,,2936.0,,1,114,114,1,4,27/11/2019
2231110,39037934.0,COL,-34.794,-58.224,,3988.0,,0,41,41,1,4,27/11/2019
2231111,39037934.0,COL,-34.744,-58.396,,2862.0,,2,93,93,1,5,27/11/2019
2231112,39037934.0,COL,-34.738,-58.418,,4063.0,,0,93,93,1,18,27/11/2019
2231113,39037934.0,COL,-34.744,-58.394,,2936.0,,1,114,114,1,18,27/11/2019
2232933,39042425.0,COL,-34.464,-58.778,,2893.0,,0,127,127,1,7,27/11/2019
2232934,39042425.0,COL,-34.452,-58.798,,4381.0,,0,260,260,1,12,27/11/2019
2232935,39042425.0,COL,-34.454,-58.818,,1843.0,,0,248,248,1,19,27/11/2019
2233374,39043147.0,COL,-34.62,-58.752,F,2.0,,0,59,59,3,10,27/11/2019
2233375,39043147.0,SUB,-34.61,-58.406,F,,,0,32,32,1,12,27/11/2019
2233376,39043147.0,SUB,-34.608,-58.374,F,,,0,32,32,1,16,27/11/2019
2233377,39043147.0,TRE,-34.608,-58.406,F,,CHECK IN,1,144,144,3,17,27/11/2019
2233378,39043147.0,COL,-34.65,-58.79,F,1470.0,,0,59,59,3,20,27/11/2019
2234125,39044686.0,TRE,-34.798,-58.394,F,,CHECK IN,0,16,16,1,11,27/11/2019
2234126,39044686.0,TRE,-34.824,-58.392,F,,CHECK OUT,0,16,16,1,11,27/11/2019
2234127,39044686.0,TRE,-34.824,-58.392,F,,CHECK IN,0,16,16,1,12,27/11/2019
2234128,39044686.0,TRE,-34.824,-58.392,F,,CHECK IN,0,16,16,1,13,27/11/2019
2235724,39048409.0,TRE,-34.45,-58.55,F,,CHECK IN,0,174,160,2,10,27/11/2019
2235725,39048409.0,TRE,-34.488,-58.498,F,,CHECK OUT,0,174,160,2,10,27/11/2019
2235726,39048409.0,TRE,-34.488,-58.498,F,,CHECK IN,0,174,160,2,17,27/11/2019
2235727,39048409.0,TRE,-34.45,-58.55,F,,CHECK OUT,0,174,160,2,17,27/11/2019
2236950,39051599.0,COL,-34.862,-57.902,,1893.0,,0,340,340,1,20,27/11/2019
2238046,39054776.0,COL,-34.538,-58.71,,1373.0,,0,8,8,1,13,27/11/2019
2238573,39055906.0,COL,-34.702,-58.34,M,4171.0,,0,95,95,1,19,27/11/2019
2241188,39062233.0,COL,-34.486,-58.656,M,1558.0,,0,188,188,1,8,27/11/2019
2241189,39062233.0,COL,-34.422,-58.582,M,4716.0,,0,188,188,1,10,27/11/2019
2241538,39062736.0,TRE,-34.662,-58.44,M,,CHECK IN,0,44,44,1,19,27/11/2019
2243190,39067169.0,COL,-34.598,-58.374,,1557.0,,0,63,63,1,0,27/11/2019
2245793,39080994.0,SUB,-34.588,-58.412,,,,0,32,54,1,10,27/11/2019
2245794,39080994.0,SUB,-34.578,-58.426,,,,0,32,54,1,11,27/11/2019
2245795,39080994.0,SUB,-34.602,-58.37,,,,0,32,33,1,20,27/11/2019
2246378,39083275.0,COL,-34.592,-58.514,,555.0,,1,217,217,1,8,27/11/2019
2246379,39083275.0,TRE,-34.59,-58.59,,,CHECK IN,0,149,149,1,8,27/11/2019
2246380,39083275.0,COL,-34.618,-58.5,,993.0,,0,262,262,1,18,27/11/2019
2246381,39083275.0,TRE,-34.602,-58.512,,,CHECK IN,1,149,149,1,18,27/11/2019
2247885,39085367.0,COL,-34.656,-58.562,F,2274.0,,0,289,289,2,5,27/11/2019
2247886,39085367.0,COL,-34.684,-58.556,F,366.0,,1,58,58,2,5,27/11/2019
2248367,39085844.0,COL,-34.794,-58.616,F,1828.0,,0,72,72,8,13,27/11/2019
2248368,39085844.0,COL,-34.78,-58.616,F,1362.0,,0,72,72,8,16,27/11/2019
2248369,39085844.0,COL,-34.794,-58.616,F,4723.0,,0,72,72,8,17,27/11/2019
2249631,39088372.0,COL,-34.668,-58.454,,4326.0,,0,213,213,1,12,27/11/2019
2250009,39089519.0,COL,-34.804,-58.374,,4039.0,,0,88,88,1,6,27/11/2019
2250010,39089519.0,COL,-34.8,-58.388,,2573.0,,1,112,112,1,6,27/11/2019
2250011,39089519.0,COL,-34.744,-58.396,,3604.0,,2,230,230,1,6,27/11/2019
2250012,39089519.0,COL,-34.748,-58.382,,3467.0,,0,114,114,1,15,27/11/2019
2250013,39089519.0,TRE,-34.762,-58.398,,,CHECK IN,1,16,16,1,16,27/11/2019
2250014,39089519.0,TRE,-34.798,-58.394,,,CHECK OUT,1,16,16,1,16,27/11/2019
2252467,39312595.0,COL,-34.476,-58.616,F,1239.0,,0,179,179,5,6,27/11/2019
2252468,39312595.0,COL,-34.502,-58.642,F,3502.0,,1,141,141,5,7,27/11/2019
2252469,39312595.0,COL,-34.472,-58.514,F,3606.0,,2,197,197,5,8,27/11/2019
2252470,39312595.0,COL,-34.478,-58.53,F,1697.0,,0,201,201,5,12,27/11/2019
2252471,39312595.0,COL,-34.486,-58.616,F,2621.0,,1,179,179,5,12,27/11/2019
2252731,39315090.0,COL,-34.676,-58.546,M,4410.0,,0,77,77,10,12,27/11/2019
2252732,39315090.0,COL,-34.64,-58.486,M,3461.0,,0,304,304,10,18,27/11/2019
2252833,39315528.0,COL,-34.596,-58.386,M,2017.0,,0,27,27,10,7,27/11/2019
2252880,39315689.0,SUB,-34.596,-58.378,M,,,0,32,269,10,8,27/11/2019
2252881,39315689.0,COL,-34.578,-58.424,M,20.0,,0,4,4,10,12,27/11/2019
2252882,39315689.0,COL,-34.57,-58.508,M,3929.0,,0,4,4,10,18,27/11/2019
2252883,39315689.0,SUB,-34.588,-58.456,M,,,0,32,33,10,19,27/11/2019
2255747,39329200.0,TRE,-34.754,-58.232,,,CHECK IN,0,16,16,1,8,27/11/2019
2255748,39329200.0,TRE,-34.628,-58.38,,,CHECK OUT,0,16,16,1,9,27/11/2019
2255749,39329200.0,TRE,-34.754,-58.232,,,CHECK OUT,0,16,16,1,20,27/11/2019
2255750,39329200.0,TRE,-34.628,-58.38,,,CHECK IN,0,16,16,1,20,27/11/2019
2257208,39337706.0,TRE,-34.548,-58.462,M,,CHECK IN,0,174,160,1,10,27/11/2019
2257209,39337706.0,TRE,-34.592,-58.376,M,,CHECK OUT,0,174,160,1,10,27/11/2019
2257210,39337706.0,COL,-34.592,-58.378,M,3154.0,,1,27,27,1,11,27/11/2019
2257211,39337706.0,TRE,-34.592,-58.376,M,,CHECK IN,1,174,160,1,15,27/11/2019
2257212,39337706.0,COL,,,M,1269.0,,0,27,27,1,15,27/11/2019
2257213,39337706.0,TRE,-34.548,-58.462,M,,CHECK OUT,1,174,160,1,15,27/11/2019
2257464,39339839.0,TRE,-34.652,-58.642,,,CHECK IN,1,144,144,1,5,27/11/2019
2257465,39339839.0,COL,-34.72,-58.72,,329.0,,0,329,329,1,5,27/11/2019
2257466,39339839.0,COL,-34.638,-58.526,,1152.0,,2,290,290,1,6,27/11/2019
2257467,39339839.0,TRE,-34.64,-58.526,,,CHECK OUT,1,144,144,1,6,27/11/2019
2257468,39339839.0,TRE,-34.648,-58.618,,,CHECK OUT,0,144,144,1,17,27/11/2019
2257469,39339839.0,TRE,-34.636,-58.502,,,CHECK IN,0,144,144,1,17,27/11/2019
2257470,39339839.0,COL,-34.65,-58.618,,296.0,,1,329,329,1,18,27/11/2019
2257764,39341958.0,COL,-34.876,-58.082,,4277.0,,0,256,256,1,6,27/11/2019
2257765,39341958.0,COL,-34.91,-57.97,,2691.0,,0,267,267,1,17,27/11/2019
2258390,39346038.0,COL,-34.534,-58.51,M,599.0,,0,324,324,1,6,27/11/2019
2258834,39347579.0,COL,-34.534,-58.576,,341.0,,0,9,9,1,12,27/11/2019
2258835,39347579.0,TRE,-34.574,-58.532,,,CHECK IN,1,174,49,1,15,27/11/2019
2258836,39347579.0,TRE,-34.536,-58.576,,,CHECK OUT,1,174,49,1,15,27/11/2019
2259754,39352157.0,TRE,-34.692,-58.326,,,CHECK IN,0,16,16,1,16,27/11/2019
2259755,39352157.0,TRE,-34.692,-58.326,,,CHECK OUT,0,16,16,1,18,27/11/2019
2261208,39357135.0,COL,-34.674,-58.5,,988.0,,0,307,307,1,10,27/11/2019
2263252,39365581.0,SUB,-34.62,-58.442,,,,0,32,32,1,6,27/11/2019
2264368,39368853.0,TRE,-34.536,-58.576,M,,CHECK IN,0,174,49,1,7,27/11/2019
2264369,39368853.0,COL,-34.582,-58.516,M,523.0,,1,345,345,1,8,27/11/2019
2264370,39368853.0,COL,-34.706,-58.454,M,1845.0,,0,345,345,1,9,27/11/2019
2264371,39368853.0,COL,-34.706,-58.454,M,3044.0,,1,150,150,1,10,27/11/2019
2264372,39368853.0,COL,-34.716,-58.488,M,354.0,,0,345,345,1,10,27/11/2019
2264373,39368853.0,COL,-34.64,-58.532,M,1829.0,,2,107,107,1,11,27/11/2019
2264374,39368853.0,COL,-34.56,-58.604,M,2779.0,,3,231,231,1,12,27/11/2019
2264539,39369405.0,COL,-34.75,-58.268,F,4485.0,,0,41,41,9,20,27/11/2019
2265047,39372119.0,COL,-34.606,-58.598,,4361.0,,0,11,11,1,7,27/11/2019
2265048,39372119.0,COL,-34.628,-58.382,,1012.0,,1,153,153,1,8,27/11/2019
2265049,39372119.0,TRE,-34.604,-58.564,,,CHECK IN,0,284,284,1,18,27/11/2019
2265050,39372119.0,TRE,-34.606,-58.596,,,CHECK OUT,0,284,284,1,19,27/11/2019
2267487,39384982.0,COL,-34.726,-58.444,,2532.0,,0,106,106,1,7,27/11/2019
2267488,39384982.0,COL,-34.762,-58.398,,2000.0,,0,106,106,1,12,27/11/2019
2268160,39388708.0,COL,-34.558,-58.46,,1558.0,,0,385,385,1,11,27/11/2019
2268161,39388708.0,SUB,-34.578,-58.482,,,,1,32,33,1,12,27/11/2019
2268162,39388708.0,COL,-34.588,-58.454,,271.0,,2,362,362,1,12,27/11/2019
2268163,39388708.0,TRE,-34.558,-58.45,,,CHECK IN,0,174,160,1,14,27/11/2019
2268164,39388708.0,TRE,-34.488,-58.498,,,CHECK OUT,0,174,160,1,14,27/11/2019
2268165,39388708.0,TRE,-34.516,-58.49,,,CHECK IN,1,174,49,1,17,27/11/2019
2268166,39388708.0,COL,-34.496,-58.514,,4410.0,,0,338,338,1,17,27/11/2019
2268167,39388708.0,COL,-34.564,-58.454,,1843.0,,2,180,180,1,18,27/11/2019
2268168,39388708.0,TRE,-34.568,-58.462,,,CHECK OUT,1,174,49,1,18,27/11/2019
2268169,39388708.0,COL,-34.616,-58.434,,4562.0,,0,180,180,1,20,27/11/2019
2268170,39388708.0,COL,-34.604,-58.434,,145.0,,1,3,3,1,20,27/11/2019
2268765,39391922.0,TRE,-34.804,-58.448,M,,CHECK OUT,1,16,16,1,7,27/11/2019
2268766,39391922.0,COL,-34.878,-58.532,M,3270.0,,0,330,330,1,7,27/11/2019
2268767,39391922.0,TRE,-34.852,-58.522,M,,CHECK IN,1,16,16,1,7,27/11/2019
2268768,39391922.0,COL,-34.88,-58.536,M,1890.0,,0,330,330,1,19,27/11/2019
2269761,39396736.0,COL,-34.66,-58.776,,4106.0,,0,59,59,1,8,27/11/2019
2269762,39396736.0,COL,-34.65,-58.784,,4153.0,,0,59,59,1,11,27/11/2019
2269763,39396736.0,COL,-34.634,-58.81,,1968.0,,0,59,59,1,11,27/11/2019
2270837,39400556.0,COL,-34.834,-58.496,,4485.0,,0,2,2,1,8,27/11/2019
2272134,39406343.0,COL,-34.644,-58.59,M,4496.0,,1,227,227,1,6,27/11/2019
2272135,39406343.0,TRE,-34.65,-58.79,M,,CHECK IN,0,144,144,1,6,27/11/2019
2272136,39406343.0,TRE,-34.646,-58.592,M,,CHECK OUT,0,144,144,1,6,27/11/2019
2272137,39406343.0,TRE,-34.646,-58.592,M,,CHECK IN,1,144,144,1,13,27/11/2019
2272138,39406343.0,COL,-34.642,-58.57,M,2765.0,,0,64,64,1,13,27/11/2019
2272139,39406343.0,TRE,-34.65,-58.79,M,,CHECK OUT,1,144,144,1,14,27/11/2019
2274589,39414997.0,SUB,-34.636,-58.398,F,,,0,32,220,11,16,27/11/2019
2274590,39414997.0,COL,-34.598,-58.382,F,1393.0,,0,223,223,11,17,27/11/2019
2274591,39414997.0,COL,-34.584,-58.402,F,4324.0,,0,138,138,11,17,27/11/2019
2274592,39414997.0,SUB,-34.6,-58.394,F,,,0,32,54,11,18,27/11/2019
2274893,39415877.0,TRE,-34.574,-58.488,M,,CHECK OUT,0,174,49,1,8,27/11/2019
2274894,39415877.0,TRE,-34.574,-58.532,M,,CHECK IN,0,174,49,1,8,27/11/2019
2274895,39415877.0,SUB,-34.574,-58.486,M,,,1,32,33,1,8,27/11/2019
2274896,39415877.0,SUB,-34.602,-58.378,M,,,0,32,269,1,19,27/11/2019
2274897,39415877.0,TRE,-34.592,-58.376,M,,CHECK IN,1,174,49,1,20,27/11/2019
2275364,39418043.0,SUB,-34.602,-58.432,,,,0,32,33,1,10,27/11/2019
2275365,39418043.0,COL,,,,355.0,,1,41,41,1,11,27/11/2019
2275366,39418043.0,COL,-34.686,-58.322,,4485.0,,0,68,68,1,19,27/11/2019
2275367,39418043.0,COL,-34.61,-58.406,,3294.0,,1,158,158,1,20,27/11/2019
2277576,39424369.0,TRE,-34.752,-58.584,,,CHECK IN,0,44,44,1,4,27/11/2019
2277577,39424369.0,COL,-34.652,-58.416,,4024.0,,1,139,139,1,5,27/11/2019
2277578,39424369.0,TRE,-34.65,-58.414,,,CHECK OUT,0,44,44,1,5,27/11/2019
2277579,39424369.0,COL,-34.676,-58.4,,2235.0,,0,397,397,1,17,27/11/2019
2277580,39424369.0,TRE,-34.65,-58.414,,,CHECK IN,1,44,44,1,17,27/11/2019
2277648,39424453.0,COL,-34.49,-58.582,,3570.0,,0,338,338,1,6,27/11/2019
2278008,39425250.0,COL,-34.608,-58.446,,310.0,,0,328,328,1,8,27/11/2019
2281697,39447183.0,COL,-34.818,-58.272,F,2435.0,,1,316,316,4,11,27/11/2019
2281939,39448604.0,COL,-34.652,-58.414,F,1539.0,,0,66,66,5,7,27/11/2019
2281940,39448604.0,COL,-34.736,-58.434,F,4722.0,,0,66,66,5,17,27/11/2019
2282323,39449973.0,COL,-34.48,-58.582,M,3715.0,,0,203,203,1,6,27/11/2019
2282324,39449973.0,COL,-34.588,-58.558,M,965.0,,0,314,314,1,16,27/11/2019
2282325,39449973.0,COL,-34.522,-58.55,M,3121.0,,1,203,203,1,17,27/11/2019
2284040,39456111.0,COL,-34.612,-58.432,,4151.0,,0,180,180,1,22,27/11/2019
2284680,39459315.0,COL,-34.764,-58.638,,3715.0,,0,289,289,1,8,27/11/2019
2284681,39459315.0,COL,-34.748,-58.7,,3303.0,,0,289,289,1,13,27/11/2019
2291864,39485757.0,COL,-34.534,-58.594,F,1081.0,,0,231,231,5,7,27/11/2019
2291865,39485757.0,TRE,-34.574,-58.532,F,,CHECK IN,0,174,49,5,13,27/11/2019
2291866,39485757.0,COL,-34.576,-58.532,F,4141.0,,0,231,231,5,13,27/11/2019
2291867,39485757.0,COL,-34.536,-58.592,F,2485.0,,0,107,107,5,16,27/11/2019
2292599,39487290.0,COL,-34.548,-58.518,,4759.0,,0,55,55,1,8,27/11/2019
2292600,39487290.0,COL,-34.552,-58.512,,3303.0,,0,55,55,1,15,27/11/2019
2292601,39487290.0,COL,-34.556,-58.49,,4361.0,,0,339,339,1,17,27/11/2019
2292741,39487520.0,COL,-34.572,-58.754,F,3434.0,,0,156,156,8,12,27/11/2019
2294490,39491797.0,COL,-34.71,-58.392,F,2108.0,,0,178,178,1,8,27/11/2019
2294491,39491797.0,COL,-34.654,-58.414,F,1153.0,,1,326,326,1,17,27/11/2019
2294492,39491797.0,COL,-34.604,-58.458,F,711.0,,0,326,326,1,20,27/11/2019
2294493,39491797.0,COL,-34.652,-58.416,F,771.0,,1,178,178,1,21,27/11/2019
2294633,39492015.0,COL,,,F,4277.0,,0,43,43,5,10,27/11/2019
2294634,39492015.0,COL,-34.788,-58.314,F,3125.0,,1,115,115,5,13,27/11/2019
2294635,39492015.0,COL,-34.792,-58.34,F,1039.0,,0,43,43,5,13,27/11/2019
