id_linea,nombre_linea,modo,id_ramal,nombre_ramal,ramal,provincia,municipio,id_linea_agg,nombre_linea_agg
51,LINEA OESTE,COL,51,OE24,RAMAL 24,BUENOS AIRES,LA PLATA,,
51,LINEA OESTE,COL,51,OE26,RAMAL 26,BUENOS AIRES,LA PLATA,,
51,LINEA OESTE,COL,51,OE27,RAMAL 27,BUENOS AIRES,LA PLATA,,
51,LINEA OESTE,COL,51,OE61,RAMAL 61,BUENOS AIRES,LA PLATA,,
51,LINEA OESTE,COL,51,OE61V,RAMAL 61(V),BUENOS AIRES,LA PLATA,,
51,LINEA OESTE,COL,51,OE62,RAMAL 62,BUENOS AIRES,LA PLATA,,
51,LINEA OESTE,COL,51,OE64,OESTE 64,BUENOS AIRES,LA PLATA,,
51,LINEA OESTE,COL,51,OE65,RAMAL 65,BUENOS AIRES,LA PLATA,,
51,LINEA OESTE,COL,51,OE66,RAMAL 66,BUENOS AIRES,LA PLATA,,
51,LINEA OESTE,COL,51,OE81,RAMAL 81,BUENOS AIRES,LA PLATA,,
51,LINEA OESTE,COL,51,OE83,RAMAL 83,BUENOS AIRES,LA PLATA,,
51,LINEA OESTE,COL,51,OE84,RAMAL 84,BUENOS AIRES,LA PLATA,,
51,LINEA OESTE,COL,51,OE85,RAMAL 85,BUENOS AIRES,LA PLATA,,
51,LINEA OESTE,COL,51,OE86,RAMAL 86,BUENOS AIRES,LA PLATA,,
52,LINEA 620,COL,52,620R1,RAMAL 1 AV GENERAL PAZ - KM 47,BUENOS AIRES,LA MATANZA,,
52,LINEA 620,COL,52,620R10,RAMAL10 AV GENERAL PAZ - B SAN PEDRO,BUENOS AIRES,LA MATANZA,,
52,LINEA 620,COL,52,620R11,RAMAL 11 AV GENERAL PAZ - GONZALEZ CATAN POR V SCASSO,BUENOS AIRES,LA MATANZA,,
52,LINEA 620,COL,52,620R12,RAMAL12 AV GENERAL PAZ - R MEJIA - V DORREGO,BUENOS AIRES,LA MATANZA,,
52,LINEA 620,COL,52,620R13,RAMAL13 AV GENERAL PAZ - R MEJIA - KM 47,BUENOS AIRES,LA MATANZA,,
52,LINEA 620,COL,52,620R14,RAMAL14 AV GENERAL PAZ - R MEJIA - B BORGWARD,BUENOS AIRES,LA MATANZA,,
52,LINEA 620,COL,52,620R2,RAMAL 2 AV GENERAL PAZ - BARRIO FORESTA,BUENOS AIRES,LA MATANZA,,
52,LINEA 620,COL,52,620R3,RAMAL 3 AV GENERAL PAZ - BARRIO INDEPENDENCIA,BUENOS AIRES,LA MATANZA,,
52,LINEA 620,COL,52,620R4,RAMAL 4 AV GENERAL PAZ - VILLA DORREGO,BUENOS AIRES,LA MATANZA,,
52,LINEA 620,COL,52,620R5,RAMAL 5 AV GENERAL PAZ - VILLA SCASSO POR LAFERRERE,BUENOS AIRES,LA MATANZA,,
52,LINEA 620,COL,52,620R6,RAMAL 6 AV GENERAL PAZ - B LOS CEIBOS,BUENOS AIRES,LA MATANZA,,
52,LINEA 620,COL,52,620R7,RAMAL 7 AV GENERAL PAZ - B LOS CEIBOS POR GONZALEZ CATAN,BUENOS AIRES,LA MATANZA,,
52,LINEA 620,COL,52,620R8,RAMAL8 AV GENERAL PAZ - KM 38 POR G CATAN Y BARRIO ESPERANZA,BUENOS AIRES,LA MATANZA,,
52,LINEA 620,COL,52,620R9,RAMAL9 AV GENERAL PAZ - KM 39 POR BARRIO ESPERANZA,BUENOS AIRES,LA MATANZA,,
52,LINEA 620,COL,52,620Ro1,RONDIN 1 GONZALEZ CATAN - L CEIBOS X EQUIZA,BUENOS AIRES,LA MATANZA,,
52,LINEA 620,COL,52,620Ro2,RONDIN 2 GONZALEZ CATAN - LOS CEIBOS X DRAGONES,BUENOS AIRES,LA MATANZA,,
52,LINEA 620,COL,52,620Ro3,RONDIN 3 G CATAN - B SAN PEDRO,BUENOS AIRES,LA MATANZA,,
52,LINEA 620,COL,52,620Ro4,RONDIN 4 G CATAN - V DORREGO,BUENOS AIRES,LA MATANZA,,
52,LINEA 620,COL,52,620T,AVGRAL PAZ-RN 3 KM47700,BUENOS AIRES,LA MATANZA,,
53,LINEA 176,COL,53,176A,RAMAL 1,JN,JN,,
53,LINEA 176,COL,53,176B,176B CHACARITA-EST ESCOBAR(X PUERTA 4 Y L- TORRE),JN,JN,,
53,LINEA 176,COL,53,176C,176C CHACARITA-PILAR(X PUERTA 4),JN,JN,,
53,LINEA 176,COL,53,176D,176D CHACARITA-CRUCE JOSE C PAZ(X PUERTA 4),JN,JN,,
53,LINEA 176,COL,53,176E,176E CHACARITA-EST TORTUGUITAS(X PUERTA 4 Y BROCH),JN,JN,,
53,LINEA 176,COL,53,176F,176F CHACARITA-FONAVI(CONST Y ACCESO NORTE),JN,JN,,
53,LINEA 176,COL,53,176G,176G CHACARITA-FCA EATON(X AV SAN MARTIN Y S RITA,JN,JN,,
53,LINEA 176,COL,53,176H,176H SAN MARTIN Y GRAL PAZ-FCA EATON,JN,JN,,
53,LINEA 176,COL,53,176I,176I GRAL PAZ Y CONSTITUYENTES-C JOSE C PAZ(PTA 4),JN,JN,,
53,LINEA 176,COL,53,176J,176J SAN MARTIN Y GRAL PAZ-FONAVI,JN,JN,,
53,LINEA 176,COL,53,176K,176K CONSTITUYENTES Y GRAL PAZ-EST ESCOBAR(PTA 4),JN,JN,,
53,LINEA 176,COL,53,176L,176L CONSTITUYENTES Y GRAL PAZ-PILAR(X PUERTA 4),JN,JN,,
53,LINEA 176,COL,53,176M,176M CONSTITUYENTES Y GRAL PAZ-EST TORTUGUITAS(P4),JN,JN,,
53,LINEA 176,COL,53,176N,176N CHACARITA-EST JUAN VUCETICH(X PUERTA 4),JN,JN,,
53,LINEA 176,COL,53,176NN,176N CHACARITA-PQUE INDUSTRIAL PILAR(X PUERTA 4),JN,JN,,
55,LINEA 67,COL,55,067A,Munro (Pdo de Vicente LOpez) - Hospital Rawson (CABA),JN,JN,,
56,LINEA 68,COL,56,068A,PLAZA DE MISERERE (CABA)-ESTAC TRANSF DE TRANSP PUB DE PASAJ DE CORTA Y MEDIA DIST DE VTE LOPEZ (PDO DE VTE LOPEZ - PCIA DE BS AS)(VIADUCTO CARRANZA),JN,JN,,
56,LINEA 68,COL,56,068B,Recorrido B PLAZA DE MISERERE (CABA) - PUENTESAAVEDRA (PDO DE VICENTE LOPEZ - PCIA DE BS AS) (por VIADUCTO CARRANZA),JN,JN,,
57,LINEA 288,COL,57,288DES2,DESDOBLAMIENTO 2 PUENTE CASCALLARES - MORENO (Ramal 25),BUENOS AIRES,PROV,,
57,LINEA 288,COL,57,288T1,TRONCAL 1 PUENTE CASCALLARES - PASO DEL REY (Ramal 28),BUENOS AIRES,PROV,,
58,LINEA 218,COL,58,218R2,FRACCIONAMIENTO CIUDADELA - RUTA 3 - KM 48,BUENOS AIRES,PROV,,
58,LINEA 218,COL,58,218R3,CIUDADELA - SAN JAVIER X ORO VERDE,BUENOS AIRES,PROV,,
58,LINEA 218,COL,58,218R4,CIUDADELA - RUTA 3 KM,BUENOS AIRES,PROV,,
59,LINEA 501G,COL,59,501GR10,R10 (ARCO DE GUEMES),BUENOS AIRES,MORENO,,
59,LINEA 501G,COL,59,501GR11,R11 (LA REJA GRANDE),BUENOS AIRES,MORENO,,
59,LINEA 501G,COL,59,501GR12,R12 (ASUNCION),BUENOS AIRES,MORENO,,
59,LINEA 501G,COL,59,501GR14,R14 (LOMAS DE MORENO X ESPANA),BUENOS AIRES,MORENO,,
59,LINEA 501G,COL,59,501GR15,R15 (LA VICTORIA),BUENOS AIRES,MORENO,,
59,LINEA 501G,COL,59,501GR16,R16 (CORTEJARENA POR VILLA ANITA),BUENOS AIRES,MORENO,,
59,LINEA 501G,COL,59,501GR17,R17 (LAS FLORES),BUENOS AIRES,MORENO,,
59,LINEA 501G,COL,59,501GR18,R18 (LAFINUR),BUENOS AIRES,MORENO,,
59,LINEA 501G,COL,59,501GR19,R19 (VILLA NUEVA - CRUCE CASTELAR),BUENOS AIRES,MORENO,,
59,LINEA 501G,COL,59,501GR20,R20 (SANTA BRIGIDA),BUENOS AIRES,MORENO,,
59,LINEA 501G,COL,59,501GR21,R21 (VILLA NUEVA),BUENOS AIRES,MORENO,,
59,LINEA 501G,COL,59,501GR22,R22 (LA PROVIDENCIA),BUENOS AIRES,MORENO,,
59,LINEA 501G,COL,59,501GR23,R23 (CRUCE DERQUI),BUENOS AIRES,MORENO,,
59,LINEA 501G,COL,59,501GR24,R24 (SAN CARLOS),BUENOS AIRES,MORENO,,
59,LINEA 501G,COL,59,501GR26,R26 (LA REJA - ATALAYA),BUENOS AIRES,MORENO,,
59,LINEA 501G,COL,59,501GR27,R27 (BARRIO MARIANO MORENO),BUENOS AIRES,MORENO,,
59,LINEA 501G,COL,59,501GR29,R29 (LOMAS DE MARILO),BUENOS AIRES,MORENO,,
59,LINEA 501G,COL,59,501GR30,R30 (RIFIFI),BUENOS AIRES,MORENO,,
59,LINEA 501G,COL,59,501GR31,R31 (CASASCO),BUENOS AIRES,MORENO,,
59,LINEA 501G,COL,59,501GR32,R32 (FRIGORIFICO MORENO),BUENOS AIRES,MORENO,,
59,LINEA 501G,COL,59,501GR33,R33 (FRIGORIFICO MINGUILLON),BUENOS AIRES,MORENO,,
59,LINEA 501G,COL,59,501GR34,R34 (P DEL REY/CARREFOUR),BUENOS AIRES,MORENO,,
59,LINEA 501G,COL,59,501GR36,R36 (CATONITAS),BUENOS AIRES,MORENO,,
59,LINEA 501G,COL,59,501GR37,R37 (P DEL REY POR YOLY),BUENOS AIRES,MORENO,,
59,LINEA 501G,COL,59,501GR38,R38 (CAMPOS DE ALVAREZ),BUENOS AIRES,MORENO,,
59,LINEA 501G,COL,59,501GR4,R4 (PASO DEL REY POR BONGIOVANNI),BUENOS AIRES,MORENO,,
59,LINEA 501G,COL,59,501GR40,R40 (SAN ENRIQUE - REJA GRANDE),BUENOS AIRES,MORENO,,
59,LINEA 501G,COL,59,501GR41,R41 (PARQUE INDUSTRIAL),BUENOS AIRES,MORENO,,
59,LINEA 501G,COL,59,501GR42,R42 (ESC TECNICA N1),BUENOS AIRES,MORENO,,
59,LINEA 501G,COL,59,501GR43,R43 (EL CASCO),BUENOS AIRES,MORENO,,
59,LINEA 501G,COL,59,501GR44,R44 (CUARTEL V),BUENOS AIRES,MORENO,,
59,LINEA 501G,COL,59,501GR45,R45 (P REY / GNECCO),BUENOS AIRES,MORENO,,
59,LINEA 501G,COL,59,501GR6,R6 (CORTEJARENA),BUENOS AIRES,MORENO,,
59,LINEA 501G,COL,59,501GR7,R7 (SAN CARLOS 2),BUENOS AIRES,MORENO,,
59,LINEA 501G,COL,59,501GR8,R8 (LOMAS DE MORENO X VICTORICA),BUENOS AIRES,MORENO,,
60,LINEA 311,COL,60,311R2,RAMAL 2  MORENO - Bo LA PERLITA,BUENOS AIRES,PROV,,
60,LINEA 311,COL,60,311R3,RAMAL 3 MORENO - Bo MI BARRIO,BUENOS AIRES,PROV,,
60,LINEA 311,COL,60,311R4,RAMAL 4 MORENO - Bo LA VICTORIA,BUENOS AIRES,PROV,,
60,LINEA 311,COL,60,311R5,RAMAL 5 MORENO - PLANTA PHIFZER - COLONIA UTA,BUENOS AIRES,PROV,,
60,LINEA 311,COL,60,311TR1,TRONCAL 1 MORENO - RUTA PROV N 24,BUENOS AIRES,PROV,,
61,LINEA 284,COL,61,284R2,CIUDADELA - BO AMERICA POR EST R CASTILLO,BUENOS AIRES,PROV,,
62,LINEA 161,COL,62,161A,A-PALERMO(CABA)-CIUDADELA(PDO 3 DE FEBRERO-GBA)x FLORIDA,JN,JN,,
62,LINEA 161,COL,62,161B,B-PALERMO(CABA)-CIUDADELA(PDO 3 DE FEBRERO-GBA) x VILLA MARTELLI,JN,JN,,
63,LINEA 132,COL,63,132A,A (por AVENIDA CARABOBO) CEMENTERIO DE FLORES (CIUDAD AUTONOMA DE BUENOS AIRES) - ESTACION TERMINAL DE OMNIBUS RETIRO (CIUDAD AUTONOMA DE BUENOS AIRES,JN,JN,,
63,LINEA 132,COL,63,132B,PLAZA DE MISERERE (CIUDAD AUTONOMA DE BUENOS AIRES) - ESTACION TERMINAL DE OMNIBUS RETIRO (CIUDAD AUTONOMA DE BUENOS AIRES),JN,JN,,
63,LINEA 132,COL,63,132C,B (por PLAZA PUEYRREDON) CEMENTERIO DE FLORES (CIUDAD AUTONOMA DE BUENOS AIRES) - ESTACION TERMINAL DE OMNIBUS RETIRO (CIUDAD AUTONOMA DE BUENOS AIRES,JN,JN,,
64,LINEA 136 BS AS,COL,64,136A,A (con paradas en estaciones) PRIMERA JUNTA (CIUDAD AUTONOMA DE BUENOS AIRES) - NAVARRO (PARTIDO DE NAVARRO - PROVINCIA DE BUENOS AIRES),JN,JN,,
64,LINEA 136 BS AS,COL,64,136B,B PRIMERA JUNTA (CIUDAD AUTONOMA DE BUENOS AIRES) - MARCOS PAZ (PARTIDO DE MARCOS PAZ - PROVINCIA DE BUENOS AIRES),JN,JN,,
64,LINEA 136 BS AS,COL,64,136C,C PRIMERA JUNTA (CIUDAD AUTONOMA DE BUENOS AIRES) - BARRIO PARQUE SAN MARTIN (PARTIDO DE MERLO - PROVINCIA DE BUENOS AIRES),JN,JN,,
64,LINEA 136 BS AS,COL,64,136D,D LINIERS (CIUDAD AUTONOMA DE BUENOS AIRES) - MARCOS PAZ (PARTIDO DE MARCOS PAZ - PROVINCIA DE BUENOS AIRES),JN,JN,,
64,LINEA 136 BS AS,COL,64,136E,E EXPRESO-Sobre Rec A PRIMERA JUNTA (CABA) - NAVARRO (Partido DE NAVARRO - BSAS),JN,JN,,
64,LINEA 136 BS AS,COL,64,136F,F - Sobre Rec B PRIMERA JUNTA (CABA) - ESTACION CENTRAL DE MICROS MUNICIPALIDAD DE MERLO (Partido DE MERLO),JN,JN,,
64,LINEA 136 BS AS,COL,64,136G,G - Sobre la traza del Recorrido C PRIMERA JUNTA (CIUDAD AUTONOMA DE BUENOS AIRES) - ESTACION CASTELAR (Partido DE MORON - Provincia DE BUENOS AIRES),JN,JN,,
65,LINEA 325,COL,65,325RTr,CIUDADELA - BARRIO DON JUAN (LA FERRERE),BUENOS AIRES,PROV,,
66,LINEA 188,COL,66,188A,PLAZA ITALIA - ESTACION ING BUDGE,JN,JN,,
66,LINEA 188,COL,66,188B,PLAZA ITALIA - CAMINO DE CINTURA Y PROF MAXER (POR IPARRAGUIRRE),JN,JN,,
66,LINEA 188,COL,66,188C,PLAZA ITALIA - CAMINO DE CINTURA Y PROF MAXER (POR CAMINO PERON),JN,JN,,
66,LINEA 188,COL,66,188D,PLAZA ITALIA - CAMINO DE CINTURA Y PROF MAXER (POR VILLA ALBERTINA),JN,JN,,
66,LINEA 188,COL,66,188E,PLAZA ITALIA - ESTAC PUENTE LA NORIA,JN,JN,,
66,LINEA 188,COL,66,188F,PLAZA ITALIA - EVA PERON Y VILLA DE LUJAN,JN,JN,,
66,LINEA 188,COL,66,188G,NUEVA POMPEYA - ESTAC ING BUDGE / EXPRESO,JN,JN,,
66,LINEA 188,COL,66,188H,PLAZA ITALIA - CAMINO DE CINTURA Y PROF MAXER (LA NORIA) / EXPRESO,JN,JN,,
67,LINEA 391,COL,67,391A,BARRIO LA PAZ,BUENOS AIRES,PROV,,
67,LINEA 391,COL,67,391B,BARRIO SAN ATILIO,BUENOS AIRES,PROV,,
67,LINEA 391,COL,67,391C,THAMES - BARRIO SAN ATILIO,BUENOS AIRES,PROV,,
68,LINEA 98,COL,68,098A,BALNEARIO DE QUILMES (RAMAL 1),JN,JN,,
68,LINEA 98,COL,68,098B,BALNEARIO DE QUILMES (RAMAL 2),JN,JN,,
68,LINEA 98,COL,68,098C,VILLA ESPANA (POR CALCHAQUI),JN,JN,,
68,LINEA 98,COL,68,098D,VILLA ESPANA (POR GRAL ACHA),JN,JN,,
68,LINEA 98,COL,68,098E,VILLA ESPANA (RAMAL 5),JN,JN,,
68,LINEA 98,COL,68,098F,BARRIO GRAFICO,JN,JN,,
69,LINEA 378,COL,69,378R2,CIUDADELA - LAFERRERE POR PRINGLES-KM24,BUENOS AIRES,PROV,,
69,LINEA 378,COL,69,378R3,CIUDADELA-LOMA DE LOS INGLESES-SAN CAYETANO POR SAN MARTIN-LAFERRERE,BUENOS AIRES,PROV,,
69,LINEA 378,COL,69,378R4,CIUDADELA-BOINDEPENDENCIA POR SAN MARTIN-LAFERRERE-SPIRO,BUENOS AIRES,PROV,,
69,LINEA 378,COL,69,378R5,CIUDADELA - BO AMERICA POR SAN MARTIN-RCASTILLO,BUENOS AIRES,PROV,,
69,LINEA 378,COL,69,378R6,CIUDADELA-LOMA DE LOS INGLESES-SAN CAYETANO POR AUTOPISTA-LAFERRERE,BUENOS AIRES,PROV,,
69,LINEA 378,COL,69,378R7,CIUDADELA-BOINDEPENDENCIA POR AUTOPISTA-LAFERRERE,BUENOS AIRES,PROV,,
70,LINEA 22,COL,70,022A,RETIRO (CIUDAD AUTONOMA DE BUENOS AIRES) - CAMINO CENTENARIO y LAVALLEJA (PARTIDO DE QUILMES - PROVINCIA DE BUENOS AIRES),JN,JN,,
70,LINEA 22,COL,70,022B,ESTACION RETIRO (LINEA MITRE - CIUDAD AUTONOMA DE BUENOS AIRES) - ESTACION QUILMES (LINEA ROCA - PARTIDO DE QUILMES - PROVINCIA DE BUENOS AIRES),JN,JN,,
71,LINEA 163 BS AS,COL,71,163A,A-PRIMERA JUNTA(CABA)-SAN MIGUEL (GBA),JN,JN,,
71,LINEA 163 BS AS,COL,71,163B,B-LINIERS(CABA)-SAN MIGUEL(GBA),JN,JN,,
71,LINEA 163 BS AS,COL,71,163C,C-EXPRESO-PRIMERA JUNTA(CABA)-SAN MIGUEL (GBA),JN,JN,,
72,LINEA 622,COL,72,622R1,VAUNION POR EL PORVENIR - VAINSUPERABLE - VA SCASSO - LAFERRERE,BUENOS AIRES,LA MATANZA,,
72,LINEA 622,COL,72,622R2,VA DORREGO - VA INSUPERABLE,BUENOS AIRES,LA MATANZA,,
72,LINEA 622,COL,72,622R3,ESCUELA RURAL NO135 -  VA INSUPERABLE,BUENOS AIRES,LA MATANZA,,
72,LINEA 622,COL,72,622R4,VA INSUPERABLE - LAFERRERE - R CASTILLO,BUENOS AIRES,LA MATANZA,,
72,LINEA 622,COL,72,622Ro5,ESCUELA RURAL NO135 - GONZALEZ CATAN,BUENOS AIRES,LA MATANZA,,
72,LINEA 622,COL,72,622Ro6,ESCUELA RURAL NO135 - A RUTA 3 KM 41,BUENOS AIRES,LA MATANZA,,
72,LINEA 622,COL,72,622Ro7,VA SCASSO - VILLA DORREGO,BUENOS AIRES,LA MATANZA,,
73,LINEA 257,COL,73,257A,Monteverde-Pasco (Recorrido Circular),BUENOS AIRES,PROV,,
73,LINEA 257,COL,73,257B,LAMADRID,BUENOS AIRES,PROV,,
74,LINEA 421,COL,74,421A,A- CAMINO DE CINTURA Y MAXER (RUTA PROVINCIAL N 4)- ESTACION AVELLANEDA (POR PUENTE LA NORIA),BUENOS AIRES,PROV,,
75,LINEA 628,COL,75,628RTr,UNIV SAN JUSTO - MENDEVILLE,BUENOS AIRES,LA MATANZA,,
76,LINEA 109,COL,76,109A,ESTACION LINIERS - CORREO CENTRAL,JN,JN,,
76,LINEA 109,COL,76,109B,109B ALVAREZ JONTE Y GAVILAN-CORREO CENTRAL,JN,JN,,
76,LINEA 109,COL,76,109C,109C ESTACION LINIERS - CORREO CENTRAL (EXPRESO=,JN,JN,,
77,LINEA 55,COL,77,055A,BARRANCAS DE BELGRANO (CIUDAD AUTONOMA DE BUENOS AIRES) - DON BOSCO y PARANA (PARTIDO DE MORON - PROVINCIA DE BUENOS AIRES) POR SAN JUSTO,JN,JN,,
77,LINEA 55,COL,77,055B,BARRANCAS DE BELGRANO (CIUDAD AUTONOMA DE BUENOS AIRES) - DON BOSCO y PARANA (PARTIDO DE MORON - PROVINCIA DE BUENOS AIRES) POR ROTONDA SAN JUSTO,JN,JN,,
77,LINEA 55,COL,77,055C,PRIMERA JUNTA (CIUDAD AUTONOMA DE BUENOS AIRES) - ROTONDA SAN JUSTO (PARTIDO DE LA MATANZA - PROVINCIA DE BUENOS AIRES) EXPRESO,JN,JN,,
78,LINEA 9,COL,78,009A,Recorrido A (por JOSE MARIA MORENO) ESTACION TERMINAL DE OMNIBUS DE RETIRO (CABA)-VILLA CARAZA (PARTIDO DE LANUS - PROVINCIA DE BUENOS AIRES),JN,JN,,
78,LINEA 9,COL,78,009B,Recorrido B (por CORONEL CASTRO) ESTACION TERMINAL DE OMNIBUS DE RETIRO (CABA) - VILLA CARAZA (PARTIDO DE LANUS - PROVINCIA DE BUENOS AIRES),JN,JN,,
78,LINEA 9,COL,78,009C,Recorrido C (por JOSE MARIA MORENO y PUENTE OLIMPICO RIBERA SUR),JN,JN,,
79,LINEA 204,COL,79,204B,CANAL SAN FERNANDO - GARIN,BUENOS AIRES,PROV,,
79,LINEA 204B,COL,79,204BA,SAN MARTIN - ESCOBAR,BUENOS AIRES,PROV,,
79,LINEA 204B,COL,79,204BB,ESCOBAR - ZARATE,BUENOS AIRES,PROV,,
79,LINEA 204B,COL,79,204BC,SAN MARTIN - ZARATE,BUENOS AIRES,PROV,,
80,LINEA 430,COL,80,430A,RINCON DE MILBERG - SAAVEDRA,BUENOS AIRES,PROV,,
81,LINEA 84,COL,81,084A,LAMARCA - PZA CONSTITUCION,JN,JN,,
82,LINEA 509D,COL,82,509D,509D-BCOPROVI-BITATI,BUENOS AIRES,ESCOBAR,,
83,LINEA 228 B,COL,83,228BA,ESCOBAR - PTE SAAVEDRA,BUENOS AIRES,PROV,,
83,LINEA 228 B,COL,83,228BB,GARIN - PUENTE SAAVEDRA,BUENOS AIRES,PROV,,
84,LINEA 722,COL,84,722A,ESTACION TORCUATO X 202 - ESTACION TORCUATO X SAN ESTACION TORCUATO X 202  ESTACION TORCUATO X SAN MARTIN,BUENOS AIRES,TIGRE,,
85,LINEA 64,COL,85,064A,LA BOCA (CABA) - ESTACION BELGRANO C (LINEA MITRE - CABA) (por HOSPITAL MILITAR),JN,JN,,
85,LINEA 64,COL,85,064B,LA BOCA (CABA) - ESTACION BELGRANO C(LINEA MITRE - CABA) (por HIPODROMO ARGENTINO),JN,JN,,
85,LINEA 64,COL,85,064C,AV PASEO COLON y AV JUAN DE GARAY - ESTACION BELGRANO C (LINEA MITRE - CABA) (por HOSPITAL MILITAR),JN,JN,,
85,LINEA 64,COL,85,064D,AV PASEO COLON y AV JUAN DE GARAY - ESTAC BELGRANO C (LINEA MITRE - CABA) (por HIPODROMO ARGENTINO),JN,JN,,
86,LINEA 503 B,COL,86,503BA,ESCOBAR - FONAVI,BUENOS AIRES,ESCOBAR,,
86,LINEA 503 B,COL,86,503BB,ESCOBAR - LAMBERTUCCI,BUENOS AIRES,ESCOBAR,,
86,LINEA 503 B,COL,86,503BC,ESCOBAR - SAN LUIS,BUENOS AIRES,ESCOBAR,,
86,LINEA 503 B,COL,86,503BD,ESCOBAR- LV-LA,BUENOS AIRES,ESCOBAR,,
86,LINEA 503 B,COL,86,503BE,503BE-SAVIO-GARIN,BUENOS AIRES,ESCOBAR,,
86,LINEA 503 B,COL,86,503BF,503BF-FONAVI-LAS LOMAS,BUENOS AIRES,ESCOBAR,,
86,LINEA 503 B,COL,86,503BG,503BG-GARIN-ARBOLEDA,BUENOS AIRES,ESCOBAR,,
86,LINEA 503 B,COL,86,503BH,503BH-LAMBERTUCCI X TAPIA,BUENOS AIRES,ESCOBAR,,
87,LINEA 580,COL,87,580A,RAMAL JALON,BUENOS AIRES,QUILMES,,
88,LINEA 514,COL,88,514A,BARRIO LINDO-ESTACION CLAYPOLE,BUENOS AIRES,ALMIRANTE BROWN,,
88,LINEA 514,COL,88,514B,LOMA VERDE-ESTACION CLAYPOLE,BUENOS AIRES,ALMIRANTE BROWN,,
88,LINEA 514,COL,88,514R4,RUTA 4 - ESTACION BURZACO,BUENOS AIRES,ALMIRANTE BROWN,,
89,LINEA 582,COL,89,582A,RAMAL C PELLEGRINI,BUENOS AIRES,QUILMES,,
89,LINEA 582,COL,89,582B,RAMAL C PELLEGRINI X 850,BUENOS AIRES,QUILMES,,
90,LINEA 10,COL,90,010A,ESTACION 3 DE FEBRERO (LINEA MITRE - CIUDAD AUTONOMA DE BUENOS AIRES) - VILLA DOMINICO (PARTIDO DE AVELLANEDA - PROVINCIA DE BUENOS AIRES),JN,JN,,
91,BSAS_LINEA_25,COL,91,025A,PI Y MARGALL y AVENIDA ALMIRANTE BROWN (CABA) - AV SENADOR BENITO FERRO y GENERAL LAS HERAS (PDO DE TRES DE FEBERERO-PCIA DE BS AS),JN,JN,,
92,LINEA 247,COL,92,247R2,RAMAL 2,BUENOS AIRES,PROV,,
92,LINEA 247,COL,92,247R5,RAMAL 5,BUENOS AIRES,PROV,,
92,LINEA 247,COL,92,247R7,RAMAL 7,BUENOS AIRES,PROV,,
93,LINEA 541,COL,93,541A,RECORRIDO A ESTBANFIELD - A BELLO E ITATI,BUENOS AIRES,LOMAS DE ZAMORA,,
93,LINEA 541,COL,93,541B,ESTBANFIELD - A BELLO E ITATI,BUENOS AIRES,LOMAS DE ZAMORA,,
94,LINEA 341,COL,94,341A,LAS CABANAS,BUENOS AIRES,PROV,,
94,LINEA 341,COL,94,341B,OLIVOS,BUENOS AIRES,PROV,,
94,LINEA 341,COL,94,341C,SAN MIGUEL,BUENOS AIRES,PROV,,
95,LINEA 271,COL,95,271A,RAMAL A,BUENOS AIRES,PROV,,
95,LINEA 271,COL,95,271D,RAMAL D,BUENOS AIRES,PROV,,
95,LINEA 271,COL,95,271P,RAMAL P,BUENOS AIRES,PROV,,
96,LINEA 17,COL,96,017A,WILDE - FACULTAD DE DERECHO,JN,JN,,
97,LINEA 60,COL,97,060A,A (ramal 38) BARRACAS (CABA) - ESTACION NUNEZ (LINEA MITRE - CABA),JN,JN,,
97,LINEA 60,COL,97,060B,B (ramal 38 por ALTO SAN ISIDRO y ALTO TIGRE) BARRACAS (CABA) - RINCON DE MILBERG(PDO DE TIGRE - PCIA DE BS AS),JN,JN,,
97,LINEA 60,COL,97,060C,C (ramal 38)BARRACAS (CABA)-ESTAC DE TRANSF DE TRANSP PUB DE PASAJEROS DE CORTA Y MEDIA DIST DE VICENTE LOPEZ (PDO DE VICENTE LOPEZ -PRCIA DE BS AS),JN,JN,,
97,LINEA 60,COL,97,060D,D (ramal 38 por ALTO SAN ISIDRO y ALTO TIGRE)  METROBUS NORTE-CABILDO y AV CONGRESO (CABA)-RINCON DE MILBERG (TIGRE-PCIA DE BS AS),JN,JN,,
97,LINEA 60,COL,97,060E,E (ramal 38 por AUT ING PASCUAL PALAZZO y ACC NORTE-Ramal TIGRE)BARRACAS (CABA)-RINCON DE MILBERG (PDO DE TIGRE - PCIA DE BS AS),JN,JN,,
97,LINEA 60,COL,97,060ENIE,ENIE (ramal 60 por AV SIR ALEXANDER FLEMING y BAJO TIGRE) BARRACAS (CABA) - RINCON DE MILBERG (PDO DE TIGRE - PCIA DE BS AS),JN,JN,,
97,LINEA 60,COL,97,060F,F (ramal 60 por ALTO SAN ISIDRO y ALTO TIGRE) BARRACAS (CABA)-RINCON DE MILBERG(PDO DE TIGRE - PCIA DE BS AS),JN,JN,,
97,LINEA 60,COL,97,060G,G (ramal 60)BARRACAS (CABA) - E TRANSF DE TRANSP PUB DE PASAJEROS DE CORTA Y MEDIA DIST DE VICENTE LOPEZ (PARTIDO DE VICENTE LOPEZ -PCIA DE BS AS),JN,JN,,
97,LINEA 60,COL,97,060H,H (ramal 60 por ALTO SAN ISIDRO y BAJO TIGRE)BARRACAS (CABA)-RINCON DE MILBERG(PDO DE TIGRE-PCIA DE BS AS),JN,JN,,
